id,source_tier,publisher,title,url,retrieved_at,access_status,robots_status,terms_status,copyright_use
SRC-BND-TILT-MANUALS,3,B&D Australia,Tilt-A-Dor jamb- and track-fitting manual library,https://www.bnd.com.au/trade-resources/installation-manuals/door-manuals/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Australian manufacturer index used to distinguish jamb-fitting and track-fitting tilt-door mechanisms and component manuals; selection, spring and clearance tables are not generalised."
SRC-BOSCH-AU-HYDRONIC-FAQ,3,Bosch Home Comfort Australia,"Australian hydronic-heating radiator, valve, pressure and condensate component guidance",https://www.bosch-homecomfort.com/au/en/residential/customer-support/troubleshooting-faqs/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic radiator panel, thermostatic radiator valve, pipe joint, pressure-relief discharge and condensate-pipe concepts paraphrased; maintenance advice is not presented as universal design instruction."
SRC-BOSCH-AU-HYDRONIC-INSTALL,3,Bosch Home Comfort Australia,Australian hydronic-heating installation components and connections,https://www.bosch-homecomfort.com/au/media/country_pool/bilder/installation-manuals/hydronic-heating/2019_-_condens_5000w_30kw__37kw.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,"Generic flow and return pipework, thermostatic radiator valve, lockshield valve, drain point, air vent, filling loop, relief discharge, bypass and heat-source connections paraphrased; gas-appliance requirements remain selected-product and jurisdiction data."
SRC-BPC-VIC-ASNZS3500-2025,1,Victoria Building and Plumbing Commission,Updated plumbing and drainage standards — Part 4 heated water services,https://www.bpc.vic.gov.au/plumbers/delivering-safe-and-compliant-plumbing/updated-plumbing-and-drainage-standards-asnzs-3500-series/updated-plumbing-and-drainage-standards-part-4-heated-water-services,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Jurisdictional adoption and change-summary metadata paraphrased.
SRC-BRADFORD-ROOF-VENTILATION,3,CSR Bradford,Australian roof-space ventilation products and accessories,https://www.csrbradford.com.au/products/roof-ventilation,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public Australian manufacturer vent families and physical descriptions paraphrased; sizing and compliance remain project-specific.
SRC-BROOKS-DOMESTIC-ALARMS,3,Brooks Australia,Australian domestic photoelectric smoke-alarm construction and accessories,https://www.brooks.com.au/firealarm/mains-powered/photoelectric-230-volt-9-volt-alkaline-eib146e/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public Australian product construction and accessory terminology paraphrased; certification and compatibility remain product-specific.
SRC-BUILDING-CODEHUB-ASNZS2270-2006,2,"New Zealand Ministry of Business, Innovation and Employment",AS/NZS 2270:2006 (reconfirmed 2016) Plywood and blockboard for interior use — public metadata,https://codehub.building.govt.nz/resources/22702006-asnzs,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public bibliographic metadata and high-level scope paraphrased; licensed standard text is not copied.
SRC-CAPSTONE-ACCESSIBILITY,2,Australian Building Codes Board,Australian access and egress object terminology,https://www.abcb.gov.au/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public NCC/ABCB terminology paraphrased only for drawable access-related object families; dimensional compliance remains rule data outside this ontology.
SRC-CAPSTONE-CIVIL-SITE,2,Australian Building Codes Board,"Siteworks, retaining and stormwater object terminology",https://www.abcb.gov.au/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public building/site terminology paraphrased only for drawable site object families; civil engineering design and local authority requirements remain separate.
SRC-CAPSTONE-COMMERCIAL-FITOUT,2,Australian Building Codes Board,Commercial fitout service and amenity object terminology,https://www.abcb.gov.au/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public building-system terminology paraphrased only for drawable commercial kitchen, laboratory and cleanroom object families; specialist design evidence remains separate."
SRC-CAPSTONE-CURTAIN-WALLS,3,Alspec,Australian commercial glazing and curtain wall terminology,https://www.alspec.com.au/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public product-family terminology paraphrased only for drawable curtain-wall parts; structural, waterproofing, thermal and fire-stopping evidence remains project-specific."
SRC-CAPSTONE-FIRE-SERVICES,3,Fire Protection Association Australia,Australian fire protection system terminology,https://www.fpaa.com.au/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Industry terminology paraphrased only for drawable fire-service object families; design, approval, installation and commissioning evidence remains project-specific."
SRC-CAPSTONE-GAS-SERVICES,3,Elgas,Australian gas service and LPG installation terminology,https://www.elgas.com.au/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public installation terminology paraphrased only for drawable gas-service object families; licensed gasfitter design and selected appliance instructions remain required.
SRC-CAPSTONE-SPECIALIST-OPENINGS,3,dormakaba Australia,Australian automatic-door and access hardware terminology,https://www.dormakaba.com/au-en,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public product-family terminology paraphrased only for drawable automatic openings and door-hardware objects; product selection and authority approvals remain separate.
SRC-CAPSTONE-STANDBY-LIGHTNING,2,Australian Building Codes Board,"Standby power, controls and lightning protection object terminology",https://www.abcb.gov.au/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public building-services terminology paraphrased only for drawable equipment object families; electrical engineering, earthing and authority requirements remain separate."
SRC-CAPSTONE-VERTICAL-TRANSPORT,3,KONE Australia,"Australian lift, escalator and platform-lift product terminology",https://www.kone.com.au/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public product-family terminology paraphrased only for SketchUp object anatomy; compliance, accessibility, servicing, clearances and selected product details require project evidence."
SRC-CAUL-CONCRETE-MEASUREMENT,2,Council of Australian University Librarians Open Educational Resources Collective,In-situ concrete measurement rules,https://oercollective.caul.edu.au/building-measurement-approaches/chapter/3-3-measurement-of-in-situ-concrete-items/,2026-08-16T00:00:00+10:00,search_index_excerpt,not_checked_no_crawl,not_checked,Open educational resource; only search-indexed concepts used because direct retrieval returned HTTP 403.
SRC-CAUL-REINFORCEMENT,2,Council of Australian University Librarians Open Educational Resources Collective,Types of concrete reinforcement,https://oercollective.caul.edu.au/building-measurement-approaches/chapter/5-1-definition-and-types-of-reinforcements/,2026-08-16T00:00:00+10:00,search_index_excerpt,not_checked_no_crawl,not_checked,Open educational resource; only search-indexed concepts used because direct retrieval returned HTTP 403.
SRC-CEMENT-AUSTRALIA-CEMENT,2,Cement Industry Federation,About cement and concrete in Australia,https://cement.org.au/australias-cement-industry/about-cement/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic cement, clinker, blended binder and concrete-constituent concepts paraphrased; commercial and environmental claims are not treated as product selection rules."
SRC-CEMINTEL-INTERNAL-LINING,3,Cemintel,Australian internal fibre-cement lining applications,https://www.cemintel.com.au/application/internal-lining/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Generic fibre-cement lining product families and edge terminology paraphrased; proprietary systems remain examples.
SRC-CEMINTEL-TERRITORY-FACADE,3,Cemintel,Territory facade system product range,https://www.cemintel.com.au/product-range/territory/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Australian manufacturer terminology paraphrased for ventilated facade panels, mounting strips, cavities, clips, joints and trims; exact product and system constraints remain manufacturer evidence."
SRC-CLENERGY-SOLARROOF-MOUNTING,3,Clenergy,Australian SolarRoof photovoltaic mounting-system components,https://www.clenergy.com.au/display-product/mounting-systems/solarroof/,2026-08-16T00:00:00+10:00,public_html_and_linked_pdfs,not_checked_no_crawl,not_checked,"Generic rail, roof interface, hook, hanger bolt, mid-clamp, end-clamp, grounding clip, lug and cable-clip anatomy paraphrased; proprietary span tables, fixing schedules and ratings remain selected-product engineering data."
SRC-CLIPSAL-HOUSEHOLD-SELECTION,3,Clipsal by Schneider Electric,"Australian household switches, socket-outlets and connectivity selection guide",https://www.clipsal.com/getmedia/4a4118ba-cc89-459e-adc3-023ca0f22952/clipsal_au-gb_selection-guide.pdf.aspx,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,"Generic Australian product-family terminology paraphrased; proprietary ranges, ratings, compatibility and availability remain selected-product evidence."
SRC-CLIPSAL-MOUNTING-ACCESSORIES,3,Clipsal by Schneider Electric,"Australian electrical mounting blocks, brackets, wall boxes and socket mechanisms",https://www.clipsal.com/products/electrical-accessories/mounting-blocks-accessories,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic mounting and accessory anatomy paraphrased; product codes, dimensions, fire or acoustic ratings and compatibility remain selected-product data."
SRC-CLIPSAL-RESIDENTIAL-LIGHTING,3,Clipsal by Schneider Electric,Australian residential LED lighting and downlights,https://www.clipsal.com/featured-ranges-hub/lighting,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic luminaire, integrated driver, flex, plug and trim anatomy paraphrased; ratings, cut-outs, insulation classifications and installation remain selected-product evidence."
SRC-CMAA-TECHNICAL-MANUALS,2,Concrete Masonry Association of Australia,Concrete masonry technical manuals and detail families,https://www.cmaa.com.au/Technical/Manuals/technical-manuals,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public manual index and generic physical-component vocabulary paraphrased; member dimensions, reinforcement schedules, capacities and proprietary details are not reproduced."
SRC-COMPASS-FIBREGLASS-POOL-INSTALL,2,Compass Pools Australia,Fibreglass swimming-pool installation anatomy,https://www.compasspools.com.au/101/diy-swimming-pools-vs-professionally-built-swimming-pools/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Manufacturer installation sequence and component roles paraphrased; structural design and site-specific installation remain supplier work.
SRC-CORINTHIAN-DOOR-CONSTRUCTION,3,Corinthian Doors,Entrance-door construction detail,https://www.corinthian.com.au/door-construction-detail/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Australian manufacturer evidence for face skins, engineered-timber perimeter members, lock blocks, glazing and solid, honeycomb or moisture-resistant infill; selected product construction remains explicit."
SRC-CORINTHIAN-SURFACE-SLIDER-HARDWARE,3,Corinthian Doors,Internal face-of-wall sliding-door hardware anatomy,https://cdn.corinthian.com.au/wp-content/uploads/2024/07/25233801/Moda-Hardware_Barn-Door_Installation-Instructions_CORCNAT0635-224-2.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,"Generic track, roller, wall spacer, stop, anti-jump fitting, floor guide and support-batten anatomy paraphrased; exact fixing and load limits remain product-specific."
SRC-CORK-IMPORTS-FLOOR-TILES,3,Cork Imports Australia,Australian cork floor-tile construction and glue-down installation information,https://www.corkimports.com.au/copenhagen,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic high-density cork tile, decorative veneer, factory coating, backing, primer and adhesive roles paraphrased; proprietary dimensions, certifications, warranties and installation instructions remain selected-product evidence."
SRC-CSIRO-APAS-PAINT-CERTIFICATION,2,CSIRO,Australian Paint Approval Scheme independent certification overview,https://www.csiro.au/en/work-with-us/services/testing-and-certification/Independent-verification-and-certification,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public scheme purpose and certification role paraphrased; individual APAS specifications and proprietary test results are not reproduced.
SRC-CSIRO-MANAGING-TERMITES,1,CSIRO,Managing termites,https://research.csiro.au/infratech/wp-content/uploads/sites/38/2024/12/3013_ManagingTermites_WCAG.pdf,2026-08-16T00:00:00+10:00,search_index_excerpt,not_checked_no_crawl,not_checked,Public CSIRO guidance; only indexed concepts used because direct retrieval returned HTTP 403.
SRC-DCCEEW-RAC-TECHNICIANS,1,"Australian Government Department of Climate Change, Energy, the Environment and Water",Refrigeration and air conditioning technicians — refrigerant handling licensing,https://www.dcceew.gov.au/environment/protection/ozone/rac/technicians,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public licensing scope paraphrased; personal licensing evidence is not treated as a physical building object.
SRC-DICTIONARY-ENGAGED-PIER,1,Standards Australia and Australian Building Codes Board,National Dictionary — engaged pier,https://www.constructiondictionary.com.au/term/engaged-pier,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-FLOOR-JOIST,1,Standards Australia and Australian Building Codes Board,National Dictionary — floor joist,https://www.constructiondictionary.com.au/term/floor-joist,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-HOME,1,Standards Australia and Australian Building Codes Board,National Dictionary of Building and Plumbing Terms,https://www.constructiondictionary.com.au/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Copyrighted definitions are not copied; concepts and terminology conflicts are recorded with provenance.
SRC-DICTIONARY-JACK-RAFTER,1,Standards Australia and Australian Building Codes Board,National Dictionary — jack rafter,https://www.constructiondictionary.com.au/term/jack-rafter,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-JACK-STUD,1,Standards Australia and Australian Building Codes Board,National Dictionary — jack stud,https://www.constructiondictionary.com.au/term/jack-stud,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-JAMB-STUD,1,Standards Australia and Australian Building Codes Board,National Dictionary — jamb stud,https://www.constructiondictionary.com.au/term/jamb-stud,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-LINTEL,1,Standards Australia and Australian Building Codes Board,National Dictionary — lintel,https://www.constructiondictionary.com.au/term/lintel,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-MASONRY-UNIT,1,Standards Australia and Australian Building Codes Board,National Dictionary — masonry unit,https://www.constructiondictionary.com.au/term/masonry-unit,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concepts and classifications paraphrased; definitions not copied.
SRC-DICTIONARY-MORTAR,1,Standards Australia and Australian Building Codes Board,National Dictionary — mortar,https://www.constructiondictionary.com.au/term/mortar,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-PERPEND,1,Standards Australia and Australian Building Codes Board,National Dictionary — perpend,https://www.constructiondictionary.com.au/term/perpend,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept and accepted alternative terms paraphrased; definition not copied.
SRC-DICTIONARY-SILL-PLATE,1,Standards Australia and Australian Building Codes Board,National Dictionary — sill plate,https://www.constructiondictionary.com.au/term/sill-plate,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-TRIMMER,1,Standards Australia and Australian Building Codes Board,National Dictionary — trimmer,https://www.constructiondictionary.com.au/term/trimmer,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-TRIMMING-JOIST,1,Standards Australia and Australian Building Codes Board,National Dictionary — trimming joist,https://www.constructiondictionary.com.au/term/trimming-joist,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DICTIONARY-WALL-TIE,1,Standards Australia and Australian Building Codes Board,National Dictionary — wall tie,https://www.constructiondictionary.com.au/term/wall-tie,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept and tie roles paraphrased; definition not copied.
SRC-DICTIONARY-WEEPHOLE,1,Standards Australia and Australian Building Codes Board,National Dictionary — weephole,https://www.constructiondictionary.com.au/term/weephole,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Concept paraphrased; definition not copied.
SRC-DULUX-ACRATEX-FACADE,3,Dulux Australia,Dulux Acratex facade systems overview,https://www.dulux.com.au/specifier/products/acratex/overview/facade-systems/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Australian manufacturer system terminology paraphrased for insulated facade, render, texture, mesh and finish objects; product approvals and exact details must be checked per selected system."
SRC-DULUX-EXTERIOR-PAINT-SYSTEM,3,Dulux Australia,Australian exterior acrylic paint and substrate-preparation information,https://www.dulux.com.au/paint/weathershield/weathershield-matt/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic exterior coating, surface soundness, cleaning, adhesion and weather-exposure concepts paraphrased; product-specific limits and warranty statements are not generalised."
SRC-DULUX-PAINT-PREPARATION,3,Dulux Australia,Australian architectural paint preparation guide,https://www.dulux.com.au/how-to/project-guides/what-to-consider-before-you-start/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic cleaning, patching, sanding, sealing, undercoating and stain-blocking roles paraphrased; proprietary products, quantities and application instructions remain selected-system evidence."
SRC-DUNLOP-FLOOR-LEVELLERS,3,Dunlop Trade Australia,Flexible floor levelling over timber and concrete,https://dunloptrade.com.au/product/dunlop-level-flex-timber-floor-leveller/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic primer, flexible leveller, underlay-sheet and finish relationships paraphrased; mixing, drying and installation instructions remain product-specific."
SRC-EASYCRAFT-INTERNAL-LINING-INSTALL,3,Easycraft Australia,Decorative internal wall-lining installation to timber and steel framing,https://www.easycraft.com.au/docs/installation-guides/easycraft-installation-to-timber-and-steel-frames.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,"Generic decorative-sheet lining, expansion gap, adhesive, nail, screw, joint support and corner-treatment concepts paraphrased; exact product instructions remain selected-product evidence."
SRC-EESS-RCM,1,Electrical Equipment Safety System,Regulatory Compliance Mark — general information,https://www.eess.gov.au/rcm/regulatory-compliance-mark-rcm-general/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Product-evidence concepts paraphrased.
SRC-ELMICH-VERSIJACK,3,Elmich Australia,VersiJack adjustable paver and decking pedestal guide,https://elmich.com.au/wp-content/uploads/2014/11/VersiJack75.pdf,2026-08-17T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,"Australian supplier guide used to identify pedestal bases, adjustable bodies, heads, slope correctors, shims, spacer tabs and bearer holders; capacities, heights and bracing remain selected-product data."
SRC-ENERGY-GOV-AU-BATTERIES,1,"Australian Government Department of Climate Change, Energy, the Environment and Water",Home batteries and solar integration,https://www.energy.gov.au/solar/get-know-solar-technology/batteries,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Battery-system anatomy, coupling and backup concepts paraphrased; locations, separations, capacities and product compatibility remain project inputs."
SRC-ENERGY-GOV-AU-CER-REQUIREMENTS-2026,1,"Australian Government Department of Climate Change, Energy, the Environment and Water",Initial consumer energy resource device requirements — industry information,https://www.energy.gov.au/energy-and-climate-change-ministerial-council/working-groups/electricity-working-group/consumer-energy-resources-sub-working-group/Industry-information-initial-cer-device-requirements,2026-08-16T00:00:00+10:00,public_html_and_documents,not_checked_no_crawl,not_checked,Public policy status and device-family scope paraphrased; draft or future technical requirements are not presented as current installation law.
SRC-ENERGY-GOV-AU-EV-HOME-CHARGING,1,"Australian Government Department of Climate Change, Energy, the Environment and Water",How to charge an electric vehicle at home,https://www.energy.gov.au/electric-vehicles/owning-electric-vehicle/how-charge-your-electric-vehicle,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public home-charging pathways and generic equipment concepts paraphrased.
SRC-ENERGY-GOV-AU-HEATING-COOLING,1,"Australian Government Department of Climate Change, Energy, the Environment and Water",Household heating and cooling systems,https://www.energy.gov.au/households/heating-and-cooling,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public system-family descriptions paraphrased.
SRC-ENERGY-GOV-AU-INVERTERS,1,"Australian Government Department of Climate Change, Energy, the Environment and Water",Solar and battery inverters,https://www.energy.gov.au/solar/get-know-solar-technology/inverters,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Inverter-family and system-relationship concepts paraphrased; performance, capacity and compatibility remain selected-product data."
SRC-ENERGY-GOV-AU-SMART-HOMES,1,"Australian Government Department of Climate Change, Energy, the Environment and Water",Smart homes and consumer energy resources,https://www.energy.gov.au/households/smart-homes,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Consumer-energy equipment families paraphrased; interoperability, cyber security and tariffs remain non-geometric metadata."
SRC-ENERGY-GOV-AU-SOLAR-INSTALLATION,1,"Australian Government Department of Climate Change, Energy, the Environment and Water",Rooftop solar installation day and after,https://www.energy.gov.au/solar/solar-retailers-and-installation/installation-day-and-after,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public system anatomy and installation sequence paraphrased; product-specific mounting and electrical rules remain project data.
SRC-ENERGY-RATING-AIR-CONDITIONERS-65KW,1,Australian Government Energy Rating,Air conditioners up to 65 kW — regulated product scope and performance standards,https://www.energyrating.gov.au/industry-information/products/air-conditioners-65kw,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public product-scope, system-type and referenced performance-standard information paraphrased."
SRC-ESV-ELECTRICAL-INSTALLATION-FAQ,1,Energy Safe Victoria,Electrical installation frequently asked questions,https://www.energysafe.vic.gov.au/industry-guidance/electrical/frequently-asked-questions/electrical-installation,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Regulator explanations paraphrased; values and project-specific compliance decisions remain outside the physical-object ontology.
SRC-ESV-MEN-EARTHING,1,Energy Safe Victoria,Battery installation — neutral continuity and MEN connection,https://www.energysafe.vic.gov.au/industry-guidance/electrical/electrical-technical-information/eis-004-battery-installation-neutral-continuity-and-men-connection,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"MEN, neutral and battery-changeover concepts paraphrased; diagrams and technical instructions are not reproduced."
SRC-EZCONCEPT-FLUSH-JAMB-INSTALL,3,EZ Concept Australia,Architrave-free flush-finish internal door frame installation anatomy,https://ezconcept.com.au/wp-content/uploads/sites/4/2021/10/EzyJamb-SRC-Installation-Instructions_EZ_AU_II_1025.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,"Generic flush steel jamb, perforated finishing flange, latch insert, packer, screw and plaster-junction anatomy paraphrased; proprietary profiles and dimensions remain selected-system evidence."
SRC-FAIRVIEW-VITRACORE-FACADE,3,Fairview,Vitracore and metal facade panel system information,https://fairview-na.com.au/,2026-08-17T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Manufacturer terminology paraphrased for composite, cassette, honeycomb, tray, return, cleat and stiffener facade objects; product-specific fire and installation evidence remains separate."
SRC-FANTECH-RESIDENTIAL-EXHAUST,3,Fantech Australia,Australian residential exhaust-fan construction and accessories,https://www.fantech.com.au/FanRange.aspx?RangeID=2031&appID=D2,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Public Australian product parts and accessory terminology paraphrased; airflow, pressure, electrical and installation requirements remain selected-product data."
SRC-FLOMET-WOOD-HEATER-FLUE-KIT,2,Flomet,Australian domestic solid-fuel flue kit components,https://www.flomet.com.au/product-category/flue-systems/flue-kit/,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Manufacturer product-family terminology paraphrased; tested configuration, compatible parts and installation remain selected-system data."
SRC-FORBO-RESILIENT-INSTALL,3,Forbo Flooring Systems Australia,"Resilient flooring installation, adhesives and accessories",https://www.forbo.com/flooring/en-au/installation-floorcare/pievf4,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic sheet, tile, plank, adhesive, seam, welding-rod, underlay and coving roles paraphrased; proprietary products and installation procedures remain selected-product evidence."
SRC-FP-FREESTANDING-COOKER-INSTALL,2,Fisher & Paykel Australia,Freestanding cooker installation guide — Australia and New Zealand,https://fisherpaykel.com/on/demandware.static/-/Sites-fpa-master-catalog/default/dwe2097d39/InstallationManuals-FisherPaykelAU/FP-InstallGuide-en-OR90-FreestandingCooker-Induction-591517E-NZ-AU.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,"Manufacturer installation and physical-component terminology paraphrased; model dimensions, clearances, services and fixings remain selected-product data."
SRC-FP-WASHER-DRAIN-HOSE,2,Fisher & Paykel Australia,Washing-machine drain hose and guide,https://www.fisherpaykel.com/au/assorted-spare-parts/drain-hose-and-guide-h0030806881c-H0030806881C.html,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Manufacturer product terminology paraphrased; compatibility, routing and discharge connection remain selected-product data."
SRC-FP-WASHER-INLET-HOSE,2,Fisher & Paykel Australia,Washing-machine hot or cold water inlet hose,https://www.fisherpaykel.com/au/spare-parts/laundry-spare-parts/inlet-hose---extra-long-2m-422680p-422680P.html,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Manufacturer product terminology paraphrased; compatibility, replacement interval and connection remain selected-product data."
SRC-FRONIUS-AU-SOLAR-INVERTER-GUIDE,3,Fronius Australia,Australian photovoltaic inverter installation and component guide,https://www.fronius.com/en-au/australia/solar-energy/installers-partners/service-support/tech-support/how-to-install/installation-guide-snapinverter,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic inverter, wall bracket, DC and AC connection area, connectors, optional surge protection and monitoring anatomy paraphrased; proprietary electrical values and installation instructions are not reproduced."
SRC-FWPA-D01-CLADDING,2,Forest & Wood Products Australia,FWPA Standard D01 — Design and installation of exterior timber wall cladding,https://www.woodsolutions.com.au/sites/default/files/2026-03/FWPA-Standard-D01-Design-and-Installation-of-Exterior-Timber-Wall-Cladding-Edition-1.0.pdf,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,"Generic component names, arrangements and relationships paraphrased; prescriptive dimensions, tables and figures are not reproduced."
SRC-GODFREY-HIRST-CARPET-INSTALL,3,Godfrey Hirst Australia,Australian residential carpet installation anatomy,https://www.godfreyhirst.com/au/news/carpet-installation,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic carpet, underlay, power-stretching, seam and edge-installation roles paraphrased; product warranties and detailed instructions are not generalised."
SRC-GYPROCK-RED-BOOK,3,CSR Gyprock,The Red Book — residential and commercial systems,https://www.gyprock.com.au/the-red-book,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Public Australian manufacturer system families and generic component terminology paraphrased; proprietary tested systems and performance claims are not generalised.
SRC-GYPROCK-RESIDENTIAL-INSTALLATION,3,CSR Gyprock,Residential plasterboard installation guide,https://www.gyprock.com.au/-/media/gyprock/content/documents/install/residential-installation-guide/gyprock-residential-installation-guide.pdf?hash=F2E41E50F226CFE04161F300839A7DB67999B12B&la=en,2026-08-16T00:00:00+10:00,public_pdf,not_checked_no_crawl,not_checked,Generic Australian plasterboard component and installation terminology paraphrased; proprietary products and exact instructions remain source context.
SRC-HAGER-AU-CATALOGUES,3,Hager Australia,Australian electrical product catalogue downloads,https://hager.com/au/support/downloads/catalogue-downloads,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,"Generic Australian product-family terminology used for discovery; proprietary names, ratings and dimensions are not canonical defaults."
SRC-HAGER-MAIN-SWITCHGEAR,3,Hager Australia,Australian main switchgear and distribution products,https://hager.com/au/products/main-switchgear,2026-08-16T00:00:00+10:00,public_html,not_checked_no_crawl,not_checked,Generic switchgear and connection-component terminology paraphrased; product ratings and compatibility remain selected-product evidence.
